step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,1.000000e-03,1.000000e-03,-1.022357e+00,1.022503e+00,-3.800000e-01,9.898685e-01,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017513e-02,1.624521e-03,-1.017513e-02,1.624521e-03,1.275269e-02,1.770415e-09,3.518393e-02,7.693892e+00,2.164203e-03,-1.587631e+02,4.021352e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.898685e-01,9.898685e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,2.000000e-03,1.000000e-03,-1.027241e+00,1.027183e+00,-3.800000e-01,1.029218e+00,3.934912e+01,0,0.000000e+00,0.000000e+00,-1.440298e-02,1.071525e-02,5.591832e-02,5.032649e-02,4.641947e-04,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017349e-02,1.624356e-03,-1.017349e-02,1.624357e-03,1.275076e-02,1.644885e-09,2.387531e-02,7.692621e+00,2.163876e-03,-1.079619e+02,4.020233e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.029218e+00,1.029682e+00,3.934912e+01,3.981331e+01,0.000000e+00,0.000000e+00,0.000000e+00
2,3.000000e-03,1.000000e-03,-1.027700e+00,1.027850e+00,-3.800000e-01,1.055460e+00,2.624241e+01,0,0.000000e+00,0.000000e+00,-2.322597e-02,2.253324e-02,9.718214e-02,6.729734e-02,1.428856e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.016931e-02,1.623687e-03,-1.016931e-02,1.623693e-03,1.274552e-02,1.663876e-09,2.389221e-02,7.689462e+00,2.162987e-03,-8.388287e+01,4.018607e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.055460e+00,1.056889e+00,2.624241e+01,2.720707e+01,0.000000e+00,0.000000e+00,0.000000e+00
3,4.000000e-03,1.000000e-03,-1.027107e+00,1.027230e+00,-3.800000e-01,1.074103e+00,1.864321e+01,0,0.000000e+00,0.000000e+00,-3.579389e-02,3.367051e-02,1.457650e-01,1.062235e-01,3.310608e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.016698e-02,1.623314e-03,-1.016697e-02,1.623322e-03,1.274260e-02,1.671972e-09,2.403265e-02,7.687699e+00,2.162491e-03,-6.931640e+01,4.017700e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.074103e+00,1.077414e+00,1.864321e+01,2.052496e+01,0.000000e+00,0.000000e+00,0.000000e+00
4,5.000000e-03,1.000000e-03,-1.026166e+00,1.026192e+00,-3.800000e-01,1.088092e+00,1.398903e+01,0,0.000000e+00,0.000000e+00,-4.569242e-02,4.528074e-02,1.941401e-01,1.322428e-01,5.631574e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.016825e-02,1.623518e-03,-1.016825e-02,1.623519e-03,1.274419e-02,1.675500e-09,2.412908e-02,7.688661e+00,2.162761e-03,-5.888818e+01,4.018210e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.088092e+00,1.093724e+00,1.398903e+01,1.630999e+01,0.000000e+00,0.000000e+00,0.000000e+00
5,6.000000e-03,1.000000e-03,-1.025089e+00,1.025003e+00,-3.800000e-01,1.099016e+00,1.092374e+01,0,0.000000e+00,0.000000e+00,-5.751229e-02,5.655000e-02,2.421728e-01,1.674270e-01,8.861908e-03,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017277e-02,1.624241e-03,-1.017278e-02,1.624234e-03,1.274986e-02,1.678806e-09,2.419872e-02,7.692088e+00,2.163723e-03,-5.128206e+01,4.020000e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.099016e+00,1.107878e+00,1.092374e+01,1.415408e+01,0.000000e+00,0.000000e+00,0.000000e+00
6,7.000000e-03,1.000000e-03,-1.023950e+00,1.023950e+00,-3.800000e-01,1.107801e+00,8.784648e+00,0,0.000000e+00,0.000000e+00,-6.794114e-02,6.806224e-02,2.900643e-01,1.992472e-01,1.256905e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.017830e-02,1.625125e-03,-1.017832e-02,1.625113e-03,1.275679e-02,1.685772e-09,2.425071e-02,7.696278e+00,2.164899e-03,-4.557047e+01,4.022188e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.107801e+00,1.120370e+00,8.784648e+00,1.249179e+01,0.000000e+00,0.000000e+00,0.000000e+00
7,8.000000e-03,1.000000e-03,-1.022829e+00,1.022871e+00,-3.800000e-01,1.115025e+00,7.224162e+00,0,0.000000e+00,0.000000e+00,-7.937847e-02,7.939754e-02,3.377947e-01,2.327324e-01,1.713310e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.018263e-02,1.625816e-03,-1.018265e-02,1.625802e-03,1.276222e-02,1.699575e-09,2.428841e-02,7.699554e+00,2.165820e-03,-4.078249e+01,4.023901e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.115025e+00,1.132158e+00,7.224162e+00,1.178820e+01,0.000000e+00,0.000000e+00,0.000000e+00
8,9.000000e-03,1.000000e-03,-1.021858e+00,1.021820e+00,-3.800000e-01,1.121071e+00,6.046000e+00,0,0.000000e+00,0.000000e+00,-9.008191e-02,9.085936e-02,3.854404e-01,2.662457e-01,2.222899e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.018415e-02,1.626057e-03,-1.018417e-02,1.626045e-03,1.276412e-02,1.726948e-09,2.431315e-02,7.700700e+00,2.166142e-03,-3.707202e+01,4.024503e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.121071e+00,1.143300e+00,6.046000e+00,1.114190e+01,0.000000e+00,0.000000e+00,0.000000e+00
9,1.000000e-02,1.000000e-03,-1.020860e+00,1.020906e+00,-3.800000e-01,1.126203e+00,5.132181e+00,0,0.000000e+00,0.000000e+00,-1.013189e-01,1.022286e-01,4.329990e-01,2.996822e-01,2.812855e-02,1.000000e+00,1.900000e+00,0,0.000000e+00,0.000000e+00,-1.018221e-02,1.625746e-03,-1.018223e-02,1.625737e-03,1.276168e-02,1.772281e-09,2.432630e-02,7.699232e+00,2.165730e-03,-3.398014e+01,4.023742e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.126203e+00,1.154332e+00,5.132181e+00,1.103174e+01,0.000000e+00,0.000000e+00,0.000000e+00
