step,time,dt,theta_min,theta_max,mass,E_CH,dE_CH_dt,ch_iterations,ch_residual,ch_time,phi_min,phi_max,H_max,M_max,E_mag,mu_min,mu_max,poisson_iterations,poisson_residual,poisson_time,ux_min,ux_max,uy_min,uy_max,U_max,E_kin,divU_L2,divU_Linf,CFL,p_min,p_max,F_cap_max,F_mag_max,F_grav_max,ns_time,E_internal,E_total,dE_internal_dt,dE_total_dt,interface_y_min,interface_y_max,interface_y_mean
0,5.000000e-04,5.000000e-04,-1.000000e+00,1.000701e+00,-2.000000e-01,9.428638e-01,0.000000e+00,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.752940e-02,4.386140e-03,-2.752941e-02,4.386131e-03,3.449434e-02,2.452091e-08,5.724335e-02,1.388005e+01,1.951294e-03,-2.097673e-01,7.276931e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.428638e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,1.000000e-03,5.000000e-04,-1.000000e+00,1.000946e+00,-2.000000e-01,9.428638e-01,4.551982e-06,0,0.000000e+00,0.000000e+00,-2.186495e-02,5.338441e-04,4.177786e-02,1.552315e-02,4.492559e-04,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.754321e-02,4.387255e-03,-2.754320e-02,4.387259e-03,3.451327e-02,2.961587e-08,5.727119e-02,1.388677e+01,1.952365e-03,-1.454572e-01,7.277352e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428638e-01,9.433131e-01,1.474191e-05,8.985266e-01,0.000000e+00,0.000000e+00,0.000000e+00
2,1.500000e-03,5.000000e-04,-1.000000e+00,1.001112e+00,-2.000000e-01,9.428638e-01,6.711683e-06,0,0.000000e+00,0.000000e+00,-4.299437e-02,1.027227e-03,8.370155e-02,2.919819e-02,1.728913e-03,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.753261e-02,4.385763e-03,-2.753261e-02,4.385770e-03,3.449977e-02,3.050190e-08,5.724943e-02,1.388148e+01,1.951602e-03,-8.870783e-02,7.274988e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428639e-01,9.445928e-01,8.483740e-06,2.559323e+00,0.000000e+00,0.000000e+00,0.000000e+00
3,2.000000e-03,5.000000e-04,-1.000001e+00,1.001239e+00,-2.000000e-01,9.428638e-01,7.257570e-06,0,0.000000e+00,0.000000e+00,-6.421586e-02,1.525339e-03,1.256177e-01,4.318522e-02,3.853286e-03,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.752404e-02,4.385565e-03,-2.752404e-02,4.385568e-03,3.448828e-02,2.977789e-08,5.723293e-02,1.387731e+01,1.950952e-03,-6.903760e-02,7.273139e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428639e-01,9.467171e-01,5.809540e-06,4.248750e+00,0.000000e+00,0.000000e+00,0.000000e+00
4,2.500000e-03,5.000000e-04,-1.000001e+00,1.001343e+00,-2.000000e-01,9.428638e-01,7.519863e-06,0,0.000000e+00,0.000000e+00,-8.542584e-02,2.022865e-03,1.675345e-01,5.714707e-02,6.816006e-03,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-2.751733e-02,4.385051e-03,-2.751733e-02,4.385054e-03,3.447948e-02,2.834157e-08,5.721973e-02,1.387402e+01,1.950454e-03,-5.921405e-02,7.271615e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.428639e-01,9.496799e-01,4.647234e-06,5.925445e+00,0.000000e+00,0.000000e+00,0.000000e+00
5,3.000000e-03,5.000000e-04,-1.053036e+00,1.092436e+00,-1.999391e-01,1.041437e+00,1.971455e+02,0,0.000000e+00,0.000000e+00,-1.069288e-01,2.228969e-03,2.094512e-01,7.111208e-02,1.061843e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-6.709170e-01,6.170871e-01,-1.890816e+00,3.665822e-01,1.895539e+00,5.496154e-03,8.846817e-01,1.452080e+02,2.144558e-01,-4.020881e+02,7.181874e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.046933e+00,1.057551e+00,2.081378e+02,2.157426e+02,0.000000e+00,0.000000e+00,0.000000e+00
6,3.500000e-03,5.000000e-04,-1.054320e+00,1.146283e+00,-1.999532e-01,1.037854e+00,-7.165753e+00,0,0.000000e+00,0.000000e+00,-1.281883e-01,2.678300e-03,2.513680e-01,8.507672e-02,1.526027e-02,1.000000e+00,1.500000e+00,0,0.000000e+00,0.000000e+00,-3.581579e-01,3.608299e-01,-1.195701e+00,2.285118e-01,1.202571e+00,4.174683e-03,6.311525e-01,8.165825e+01,1.360553e-01,-2.218604e+02,7.094759e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.042028e+00,1.057289e+00,-9.808696e+00,-5.249999e-01,0.000000e+00,0.000
